time,model_variety,bug_performance
0.011296200000000312,4,0.0
0.0028433999999997184,5,1.8119812e-05
0.00041129999999967026,2,0.0
0.008044900000001576,4,3.8146973e-06
0.004005799999998061,5,0.0
0.002366900000001948,7,0.0
0.001643500000000131,4,5.722046e-06
0.015662600000002413,7,3.8146973e-06
0.008047399999998817,5,2.861023e-06
0.0007415000000001726,2,0.0
0.0004950000000008004,5,0.0
0.005428899999998293,4,0.0
0.003917500000000018,5,0.0
0.00042789999999826023,2,0.0
0.00970970000000193,4,2.3841858e-07
0.0008118999999986443,4,0.0
0.002372600000001057,6,0.0
0.009475599999998252,12,2.3841858e-07
0.0063211999999985835,7,2.193451e-05
0.0026451000000022873,4,0.0
0.0004962000000006128,2,0.0
0.003894500000001244,4,1.1920929e-07
0.012537999999999272,4,3.8146973e-06
0.00447420000000065,4,1.1920929e-07
0.0005851999999997304,2,0.0
0.0005288000000014392,2,0.0
0.0014160000000025263,2,0.0
0.00432389999999927,6,4.7683716e-06
0.003744999999998555,7,1.66893e-05
0.0017144999999985089,4,2.527237e-05
0.0062306999999997,4,0.0
0.00045310000000142736,2,0.0
0.0016460999999985404,4,1.4305115e-05
0.0007880000000000109,2,0.0
0.00697890000000001,8,6.2942505e-05
0.0006139999999987822,2,0.0
0.008813700000001035,7,1.7881393e-07
0.006898500000001917,5,1.1920929e-07
0.0038282000000009475,7,1.3828278e-05
0.0181874999999998,10,3.8146973e-06
0.0007018999999992559,4,0.0
0.0006452999999986275,2,0.0
0.0016505000000002212,4,2.2888184e-05
0.0031759999999998456,4,1.1920929e-07
0.011619700000000677,4,3.8146973e-06
0.00546680000000066,8,1.1920929e-07
0.0006323999999970908,2,0.0
0.0006539999999972679,2,0.0
0.01574540000000013,9,3.8146973e-06
0.0007909999999995421,2,0.0
0.0015646000000018034,4,1.335144e-05
0.00421039999999806,5,1.1920929e-07
0.010931800000001601,6,3.8146973e-06
0.0006725000000002979,2,0.0
0.014075000000001836,10,3.8146973e-06
0.009651600000001537,5,3.8146973e-06
0.0004409000000009655,2,0.0
0.00042800000000298155,2,0.0
0.00041430000000275413,2,0.0
0.0004616000000012832,2,0.0
0.0039167000000013275,8,1.1920929e-07
0.004336899999998423,6,2.4557114e-05
0.0006789000000004819,2,0.0
0.0005279000000015799,2,0.0
0.008189099999999172,5,5.722046e-06
0.016627499999998463,4,3.8146973e-06
0.005222700000000913,8,1.1920929e-07
0.007943600000000828,4,3.8146973e-06
0.011192099999998817,4,3.8146973e-06
0.008187700000000575,5,2.861023e-06
0.000819700000000978,2,0.0
0.007948900000002368,4,3.8146973e-06
0.010047700000001214,4,3.8146973e-06
0.0006254999999981692,2,0.0
0.0006895000000000095,2,0.0
0.002488999999997077,5,8.106232e-06
0.010641000000006784,5,2.861023e-06
0.0004972999999992567,2,0.0
0.0006775000000018849,2,0.0
0.0005656000000016093,2,0.0
0.0010005999999975757,2,0.0
0.0005317999999974177,2,0.0
0.0005404000000055476,2,0.0
0.0032017999999993663,4,0.0
0.003925299999998799,5,1.1920929e-07
0.003329299999997204,5,4.7683716e-06
0.0004829000000015071,2,0.0
0.013063500000001227,7,3.8146973e-06
0.0004771999999988452,2,0.0
0.013876199999998562,7,3.8146973e-06
0.0003925999999978558,2,0.0
0.003233999999999071,4,1.1920929e-07
0.010978299999997887,5,3.8146973e-06
0.00566159999999627,5,1.1920929e-07
0.0005294000000048982,2,0.0
0.0006810000000001537,2,0.0
0.012082700000000557,5,3.8146973e-06
0.0007791000000025861,2,0.0
0.0014103999999974803,2,0.0
0.0027615999999994756,4,1.1920929e-07
0.0005591000000038093,2,0.0
0.00046119999999660877,2,0.0
0.0007664999999974498,2,0.0
0.0006452000000010116,2,0.0
0.01859230000000167,4,3.8146973e-06
0.005444499999995855,7,1.3828278e-05
0.0010562000000007288,2,0.0
0.0014099999999999113,2,0.0
0.013090300000001776,7,4.7683716e-06
0.0004537000000013336,2,0.0
0.002547200000002192,5,1.1920929e-07
0.0019841000000013764,4,1.1920929e-07
0.0005959999999944898,2,0.0
0.002982699999996896,4,1.1920929e-07
0.0005537000000046532,2,0.0
0.011748199999999542,4,3.8146973e-06
0.009552599999999245,5,3.8146973e-06
0.0006952000000026715,2,0.0
0.0005072999999953254,2,0.0
0.0007534999999947445,2,0.0
0.000770799999997962,2,0.0
0.0018098999999978105,4,1.5258789e-05
0.0007324999999980264,2,0.0
0.0007104999999967276,2,0.0
0.003380699999993908,5,0.0
0.01657900000000012,8,5.722046e-06
0.0006140999999999508,2,0.0
0.014329500000002326,4,3.8146973e-06
0.015188299999998378,7,3.8146973e-06
0.0028167999999979543,4,1.1920929e-07
0.0007637000000002558,2,0.0
0.01050599999999946,4,3.8146973e-06
0.000567799999998897,2,0.0
0.013738099999997644,8,3.8146973e-06
0.0006482000000005428,2,0.0
0.0030928999999986218,5,5.722046e-06
0.005173799999994344,4,0.0
0.0006105000000005134,2,0.0
0.008692399999993938,9,0.0
0.0007820000000009486,2,0.0
0.004193100000001948,4,0.0
0.0015566000000006852,4,2.3841858e-07
0.0012009000000006154,4,0.0
0.0007193000000000893,2,0.0
0.003925999999999874,5,5.722046e-06
0.0007240999999993392,2,0.0
0.0022069999999985157,6,0.0
0.008762300000000778,8,0.0
0.0029578999999984035,5,1.2397766e-05
0.0035809000000028846,5,0.0
0.005304600000002324,5,1.1920929e-07
0.0006127000000049065,2,0.0
0.000678800000002866,2,0.0
0.0025007000000059065,4,0.0
0.004850000000004684,5,1.1920929e-07
0.002893100000001425,5,5.722046e-06
0.009163200000003258,12,5.722046e-06
0.005085100000002285,6,0.0
0.0461740000000006,2,0.0
0.060617799999995725,4,0.0
0.05173790000000622,4,0.0
0.002796500000002311,4,0.0
0.008010800000000984,7,0.0
0.0031097000000031016,5,0.0
0.0059236999999967566,8,0.0
0.008958199999995031,5,0.0
0.003033200000004399,4,0.0
0.001136500000001206,2,0.0
0.0046582000000015,5,0.0
0.00299410000000222,4,4.2915344e-06
0.002778500000005124,4,0.0
0.0026927999999983854,5,4.7683716e-06
0.0010501000000004979,2,0.0
0.005484600000002615,6,0.0
0.0005425999999957298,2,0.0
0.0038444999999995844,4,0.0
0.0026896000000036224,4,0.0
0.004076599999997654,4,0.0
0.0004519999999956781,2,0.0
0.007626500000000647,5,0.0
0.0007020999999980404,2,0.0
0.005442399999999736,6,0.0
0.0006006000000056133,2,0.0
0.005207099999999798,5,0.0
0.004460000000001685,4,0.0
0.0012250999999992018,5,0.0
0.005043499999999312,8,0.0
0.0010872999999946842,2,0.0
0.0019194999999996298,2,0.0
0.013176100000002577,7,0.0
0.0006656000000049289,2,0.0
0.0005413000000018542,2,0.0
0.002951500000001772,6,0.0
0.000664399999998011,2,0.0
0.009002999999999872,10,0.0
0.0005580999999992287,2,0.0
0.005350599999999872,4,0.0
0.0005926999999985583,2,0.0
0.012009399999996617,7,2.3841858e-07
0.007233900000002791,7,2.861023e-06
0.003164699999999243,4,0.0
0.004462300000000141,6,0.0
0.0025812000000016155,5,5.722046e-06
0.02113909999999919,14,2.3841858e-07
0.0026147000000023013,4,5.722046e-06
0.013010100000002467,6,1.1920929e-07
0.004293500000002837,7,0.0
0.0004677000000015141,2,0.0
0.00516760000000005,5,1.1920929e-07
0.00447300000000439,5,0.0
0.00044919999999848415,2,0.0
0.002696299999996654,4,0.0
0.0005018999999961693,2,0.0
0.0029436999999958857,4,0.0
0.005959199999999498,10,0.0
0.0030213000000003376,4,5.722046e-06
0.003482599999998115,4,4.7683716e-06
0.01116909999999649,5,2.3841858e-07
0.003082900000002553,4,0.0
0.009313499999997532,13,1.1920929e-07
0.006937700000001712,8,1.7881393e-07
0.0025082000000011817,4,5.722046e-06
0.004046299999998837,4,7.6293945e-06
0.0005445999999977857,2,0.0
0.002771800000004987,4,0.0
0.01055979999999579,4,3.8146973e-06
0.0009107000000057042,2,0.0
0.003014100000001463,5,0.0
0.002214800000004402,4,4.7683716e-06
0.0038267000000047346,4,0.0
0.00411349999999544,4,0.0
0.0062691999999984205,9,5.722046e-06
0.006982700000001785,6,3.8146973e-06
0.006670899999996038,6,3.8146973e-06
0.0008686999999980571,2,0.0
0.0037432999999964522,4,0.0
0.002525099999999725,4,0.0
0.0044794000000010215,4,5.722046e-06
0.0005892000000073949,2,0.0
0.004466899999997054,5,0.0
0.0005731999999909476,2,0.0
0.005329500000001985,7,1.1920929e-07
0.006543200000010074,6,3.8146973e-06
0.0007767000000029611,2,0.0
0.013518300000001204,10,3.8146973e-06
0.0075632000000069866,8,3.8146973e-06
0.00870670000000473,7,2.3841858e-06
0.01392589999998961,7,0.0
0.005481700000004253,5,2.3841858e-07
0.002978200000001152,5,5.722046e-06
0.0005962000000039325,2,0.0
0.004961600000001454,4,5.722046e-06
0.007766000000003714,5,0.0
0.0005288999999919497,2,0.0
0.004032999999992626,4,0.0
0.015150899999994749,10,5.9604645e-08
0.0005506000000110589,2,0.0
0.0016262000000040189,2,0.0
0.000678699999994592,2,0.0
0.00539489999999887,7,1.1920929e-07
0.0005351000000075601,2,0.0
0.0010170000000044865,2,0.0
0.008407900000008794,7,1.1920929e-07
0.0009440999999981159,2,0.0
0.000736400000008075,2,0.0
0.0007491000000072745,2,0.0
0.002575399999997785,2,0.0
0.0006190000000003693,2,0.0
0.0020353000000028487,2,0.0
0.0006575000000026421,2,0.0
0.0005558000000007723,2,0.0
0.008435599999998544,5,3.2782555e-07
0.0009471999999988157,2,0.0
0.004065900000000511,5,2.3841858e-07
0.008661699999990446,4,0.0
0.0008296999999970467,2,0.0
0.0006144000000034566,2,0.0
0.0007183000000026141,2,0.0
0.0040918999999917105,4,2.3841858e-07
0.00796929999999918,5,0.0
0.0007769999999993615,2,0.0
0.00189830000000768,2,0.0
0.0009869999999949641,2,0.0
0.0011190000000027567,2,0.0
0.0010110999999994874,2,0.0
0.005838400000001798,5,0.0
0.0005128999999897133,2,0.0
0.0009844000000072128,2,0.0
0.0007728999999869757,2,0.0
0.0009193000000067286,4,0.0
0.0006369999999975562,2,0.0
0.0015288000000026614,5,0.0
0.007517800000002239,10,0.0
0.0006179999999886832,2,0.0
0.000484799999995289,2,0.0
0.0006898000000035154,2,0.0
0.0007875000000012733,2,0.0
0.0005676999999906229,2,0.0
0.0005158999999963498,2,0.0
0.00046460000000081436,2,0.0
0.0005769999999927222,2,0.0
0.0069361000000043305,5,0.0
0.0005292999999966241,2,0.0
0.0008228000000087832,2,0.0
0.0006023999999911211,2,0.0
0.0005707000000114704,2,0.0
0.0005637999999947851,2,0.0
0.0020797000000101207,5,0.0
0.0012001000000054773,2,0.0
0.00046109999999544016,2,0.0
0.0007485000000002628,4,0.0
0.008371999999994273,5,0.0
0.0017366000000009763,6,0.0
0.0008624999999966576,2,0.0
0.0006555999999875439,2,0.0
0.0007261000000085005,2,0.0
0.0006621999999936179,2,0.0
0.0004850999999916894,2,0.0
0.0008928000000025804,2,0.0
0.0009601999999944155,2,0.0
0.007902899999990609,12,2.3841858e-07
0.001220199999991678,4,0.0
0.0013505999999949836,4,2.3841858e-07
0.001101200000007907,5,0.0
0.0013837000000052058,5,0.0
0.008156799999994746,4,0.0
0.000500500000001125,2,0.0
0.0005446999999918489,2,0.0
0.00048769999999365155,2,0.0
0.0007243000000016764,2,0.0
0.0015111000000018748,4,0.0
0.009173300000000495,7,0.0
0.000681999999997629,2,0.0
0.008296399999991877,5,0.0
0.0005318999999985863,2,0.0
0.0017030000000062273,5,0.0
0.0009431000000006406,2,0.0
0.0011104000000017322,4,0.0
0.0020024000000091746,7,2.3841858e-07
0.0006342000000074677,2,0.0
0.001297700000009172,5,0.0
0.0020295000000061236,4,0.0
0.0011302999999998065,5,0.0
0.0010874000000029582,5,0.0
0.0007129999999904157,2,0.0
0.0035874999999947477,4,2.3841858e-07
0.0008373999999946591,4,0.0
0.00072469999999214,2,0.0
0.0004729000000054384,2,0.0
0.0021337000000016815,5,0.0
0.0008974999999935562,2,0.0
0.0008722999999974945,2,0.0
0.0006492999999920812,5,0.0
0.001505399999999213,5,0.0
0.0005681999999893605,2,0.0
